title,genre,director,writer,stars,IMDb rating,IMDb description,duration,content rating,year,month
"""Futurama"" Insane in the Mainframe (TV Episode 2001) - IMDb","['Animation', 'Adventure', 'Comedy']",['Peter Avanzino'],"['Matt Groening', 'David X. Cohen', 'Bill Odenkirk']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.8526315789473684,Fry and Bender are mistakenly convicted of robbing a bank and are both sent to a robot mental institution.,0.21904761904761905,1,2001,4
"""Star Trek: Deep Space Nine"" Tribunal (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Avery Brooks'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.7894736842105263,Chief O&apos;Brien goes through the horrific Cardassian judicial system when he is charged for an unknown crime.,0.4380952380952381,0,1996,6
"""Star Trek"" Charlie X (TV Episode 1966) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Lawrence Dobkin'],"['D.C. Fontana', 'Gene Roddenberry']","['William Shatner', 'Leonard Nimoy', 'Robert Walker Jr.']",0.7368421052631579,Captain Kirk must learn the limits to the power of a 17-year-old boy with the psionic ability to create anything and destroy anyone.,0.47619047619047616,0,1966,9
"""Star Trek: The Next Generation"" The Neutral Zone (TV Episode 1988) - IMDb","['Action', 'Adventure', 'Drama']",['James L. Conway'],"['Gene Roddenberry', 'Maurice Hurley', 'Deborah McIntyre']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7789473684210527,"While assigned to investigate missing outposts in the Neutral Zone, the Enterprise revives three cryogenically frozen people found aboard a wayward derelict Earth vessel.",0.4380952380952381,0,1993,7
"""Star Trek: The Next Generation"" Time Squared (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Joseph L. Scanlan'],"['Gene Roddenberry', 'Maurice Hurley', 'Kurt Michael Bensmiller']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7894736842105263,The Enterprise comes across its own shuttlecraft adrift in space - a duplicate - with an unconscious duplicate Capt. Picard inside.,0.42857142857142855,0,1994,3
"""Star Trek: The Next Generation"" Evolution (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Michael Piller', 'Michael I. Wagner']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.6842105263157895,"Wesley&apos;s latest science project escapes the lab, threatening the Enterprise and an eminent scientist&apos;s life-long project.",0.4380952380952381,0,1994,6
"""The Twilight Zone"" The New Exhibit (TV Episode 1963) - IMDb","['Drama', 'Fantasy', 'Horror']",['John Brahm'],"['Charles Beaumont', 'Rod Serling', 'Jerry Sohl']","['Martin Balsam', 'Will Kuluva', 'Margaret Field']",0.8315789473684211,"When Mr. Ferguson decides to close his wax museum, his employee Martin Lombard Senescue fights to preserve figures of famous murderers and store them in his home basement, a decision that does not sit well with his wife Emma.",0.4857142857142857,1,1963,4
"""Star Trek: Enterprise"" Oasis (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Jim Charleston'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7368421052631579,The crew of Enterprise searches for a seemingly abandoned ship on a desert planet.,0.42857142857142855,0,2003,12
"""Star Trek: Deep Space Nine"" Through the Looking Glass (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.7789473684210527,Sisko is kidnapped and forced to impersonate his deceased mirror universe counterpart in order to convince Jennifer Sisko to defect to the Terran Rebellion.,0.42857142857142855,0,1995,4
"""Star Trek: The Next Generation"" Masks (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Wiemer'],"['Gene Roddenberry', 'Joe Menosky', 'René Echevarria']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.6105263157894737,"Investigating a rogue comet that&apos;s been traveling throughout the universe for over 87 million years, Picard discovers alien beings within the comet, which infest the computer systems on the Enterprise, as well as Data.",0.42857142857142855,0,1994,2
"""Star Trek"" Journey to Babel (TV Episode 1967) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Joseph Pevney'],"['Gene Roddenberry', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.8947368421052632,"The Enterprise hosts a number of quarrelling diplomats, including Spock&apos;s father, but someone on board has murder in mind.",0.47619047619047616,0,1967,11
"""Futurama"" Time Keeps on Slipping (TV Episode 2001) - IMDb","['Animation', 'Adventure', 'Comedy']",['Chris Loudon'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.8736842105263158,"After being challenged to a game of basketball by the planet of the Globetrotters, Prof. Farnsworth creates a team of mutant, atomic supermen, but the side effects of their rapid growth endangers the universe.",0.21904761904761905,1,2001,5
"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['Marvin V. Rush'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.8526315789473684,"Paxton threatens to destroy Starfleet Headquarters if all aliens don&apos;t leave Earth. Enterprise must shut down the verteron array on Mars, but it is extremely well defended.",0.4095238095238095,0,2005,11
"""Star Trek: The Next Generation"" The Host (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Marvin V. Rush'],"['Gene Roddenberry', 'Michel Horvat', 'Ronald D. Moore']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.6736842105263158,Dr. Crusher falls for someone who&apos;s not at all what she expects him to be.,0.42857142857142855,0,1991,5
"""Star Trek: Enterprise"" Stigma (TV Episode 2003) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7894736842105263,"T&apos;Pol is diagnosed with a possibly fatal neurological disease as a result of a mind meld. Meanwhile, one of Phlox&apos;s wives visits Enterprise and becomes very interested in Trip.",0.4095238095238095,0,2004,3
"""Star Trek: Voyager"" The Chute (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.6947368421052631,"Convicted of a crime they didn&apos;t commit, Harry and Tom wind up in an unsupervised, crowded prison, a hellhole where implants ramp up everyone&apos;s aggression.",0.42857142857142855,0,1996,9
"""Star Trek: Deep Space Nine"" Second Skin (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.8315789473684211,Kira finds herself on Cardassia as a Cardassian. She is told she is called Iliana Ghemor and was a Cardassian spy.,0.4380952380952381,0,1996,8
"""Star Trek: Enterprise"" Silent Enemy (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7894736842105263,"After an attack by a mysterious ship, Archers orders Enterprise&apos;s return to Jupiter to install phase cannons; Hoshi makes plans for Malcolm&apos;s birthday.",0.42857142857142855,0,2003,11
"""Star Trek: Enterprise"" The Aenar (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.863157894736842,"Enterprise finds out the marauder was piloted telepathically by an Aenar, a subspecies from Andoria.",0.4095238095238095,0,2005,9
"""The Twilight Zone"" Stopover in a Quiet Town (TV Episode 1964) - IMDb","['Drama', 'Fantasy', 'Horror']",['Ron Winston'],"['Earl Hamner Jr.', 'Rod Serling']","['Barry Nelson', 'Nancy Malone', 'Denise Lynn']",0.8526315789473684,"The morning after a wild night of partying, a hungover married couple awaken in an unfamiliar and artificial place.",0.23809523809523808,0,1964,4
"""The Twilight Zone"" Kick the Can (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Lamont Johnson'],"['George Clayton Johnson', 'Rod Serling', 'Richard P. McDonagh']","['Ernest Truex', 'Russell Collins', 'John Marley']",0.7894736842105263,Charles Whitley living in the Sunnyvale Rest Home thinks he&apos;s found the secret of youth in playing child&apos;s games and exhorts his fellow seniors into joining in. His friend Ben Conroy and facility superintendent Cox want this stopped.,0.23809523809523808,0,1968,5
"""Star Trek: Deep Space Nine"" The Muse (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.5894736842105263,A mysterious woman approaches Jake about his future as a writer. Odo promises to do whatever it takes to help Lwaxana Troi keep her baby over the father&apos;s wishes - even if it means marrying her himself.,0.4380952380952381,0,1996,4
"""Futurama"" Bender's Big Score: Part 1 (TV Episode 2008) - IMDb","['Animation', 'Adventure', 'Comedy']",['Dwayne Carey-Hill'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.8105263157894737,The crew fall for a scam while relaxing on the Nude Beach planet and end up losing both Planet Express and Bender. While Hermes has a nasty accident and Nibbler summons the Nibblonian forces to try save the day.,0.20952380952380953,0,2008,3
"""Star Trek: Deep Space Nine"" The Collaborator (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.7368421052631579,"Vedek Bareil&apos;s targeted by fellow Kai candidate, Vedek Winn as having been a collaborator with the Cardassians during the Occupation.",0.4380952380952381,0,1996,6
"""Star Trek: Deep Space Nine"" Shadowplay (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Scheerer'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.7684210526315789,"Odo and Dax investigate the mysterious disappearance of people from a village. Kira tries to keep a close eye on Quark, while Vedek Bareil unexpectedly visits.",0.4380952380952381,0,1996,5
"""Star Trek: The Next Generation"" The Perfect Mate (TV Episode 1992) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Reuben Leder', 'Michael Piller']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7684210526315789,"Ferengi machinations unleash a diplomatic gift aboard the Enterprise - the rare, empathic perfect mate, ready to bond with any male around her.",0.42857142857142855,0,1992,4
"""Star Trek: Deep Space Nine"" The Ascent (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7789473684210527,"On their way to answer a warrant, Odo and Quark crash, and must put aside their differences to survive and signal for help.",0.4380952380952381,0,1996,11
"""Futurama"" Near-Death Wish (TV Episode 2012) - IMDb","['Animation', 'Adventure', 'Comedy']",['Lance Kramer'],"['Matt Groening', 'David X. Cohen', 'Eric Horsted']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.7999999999999999,"After Fry has a quarrel with Professor Farnsworth about family issues, Fry looks up Farnsworth&apos;s parents and lets them spend time together.",0.20952380952380953,1,2012,8
"""The Twilight Zone"" The Fugitive (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Richard L. Bare'],"['Charles Beaumont', 'Rod Serling', 'Richard P. McDonagh']","['Susan Gordon', 'J. Pat O&apos;Malley', 'Nancy Kulp']",0.7894736842105263,Young lame Jenny and the other neighborhood kids don&apos;t realize that their kind playmate Old Ben is really an intergalactic fugitive hiding out - until two serious men come looking for him and asking questions that test their frien...,0.23809523809523808,0,1967,11
"""Star Trek: Deep Space Nine"" Image in the Sand (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Nicole de Boer']",0.7894736842105263,"Having returned to Earth a couple of months ago, Sisko waits for the Prophets to instruct him on what to do next. When he receives one, he begins searching for the woman behind the face in the sand in his vision. Meanwhile, back o...",0.4380952380952381,0,1998,9
"""Star Trek: Enterprise"" Demons (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['LeVar Burton'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7999999999999999,"While attending a conference on a proposed interplanetary alliance, Trip and T&apos;Pol find out from a dying woman that they have a baby. Investigation shows the woman was a member of the xenophobic organization Terra Prime.",0.4095238095238095,0,2005,11
"""Star Trek: Voyager"" Parturition (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Jonathan Frakes'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.6736842105263158,"After a disagreement over Kes, Neelix and Tom Paris are trapped together on an alien planet and must work together so that they and their alien baby ward can survive.",0.4380952380952381,0,1995,10
"""Star Trek: Deep Space Nine"" Crossover (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.8210526315789474,Kira and Bashir find themselves in an alternate universe.,0.4380952380952381,0,1996,6
"""Star Trek: The Animated Series"" Bem (TV Episode 1974) - IMDb","['Animation', 'Action', 'Adventure']","['Bill Reed', 'Hal Sutherland']","['Gene Roddenberry', 'David Gerrold', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.6421052631578947,The Enterprise crew is being observed to evaluate their suitability to meet with advanced civilizations.,0.22857142857142856,0,1974,9
"""Star Trek: Voyager"" Time and Again (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.7473684210526316,"The Voyager crew discovers a planet which recently suffered a horrific catastrophe. Upon investigation, Janeway and Paris are sent back in time before the disaster and are faced with the decision of whether to try to stop it.",0.42857142857142855,0,1995,1
"""Star Trek: Voyager"" Resolutions (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Alexander Singer'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.7578947368421053,Captain Janeway and Chakotay contract an incurable virus and they can only survive if they stay behind together on a planet which negates the effects of the disease.,0.4380952380952381,1,1996,5
"""Star Trek: Deep Space Nine"" The Nagus (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.7368421052631579,"The Ferengi leader, Grand Nagus Zek, comes to the station. He seems very interested in Quark&apos;s bar.",0.5714285714285714,0,1995,11
"""Star Trek: Enterprise"" Fusion (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Rob Hedden'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.7368421052631579,"When Enterprise encounters a ship of Vulcan pilgrims, T&apos;Pol is convinced by one of them to perform a Vulcan mind meld.",0.42857142857142855,0,2003,11
"""Star Trek: Deep Space Nine"" Hippocratic Oath (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Rene Auberjonois'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.7999999999999999,Bashir is asked to help a group of renegade Jem&apos;Hadar break their addiction to ketracel white. Meanwhile Worf is dissatisfied with the way Odo runs security.,0.42857142857142855,0,1995,10
"""Star Trek: Deep Space Nine"" Whispers (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.8526315789473684,Chief O&apos;Brien&apos;s world is turned upside down when for no reason whatsoever he is being ignored by his family and friends and is being closed out of every essential job on the station.,0.4380952380952381,0,1996,4
"""Star Trek: Voyager"" Hope and Fear (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",0.8421052631578947,A tough coded message from Starfleet with a promise of home and a helpful alien adept at cracking language patterns. The coincidence seems too convenient for Capt. Janeway.,0.4380952380952381,0,1998,5
"""Star Trek"" The Way to Eden (TV Episode 1969) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['David Alexander'],"['Gene Roddenberry', 'Arthur Heinemann', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",0.5684210526315789,"A group of idealistic hippies, led by an irrational leader, come aboard the U.S.S. Enterprise.",0.4857142857142857,0,1969,2
"""Star Trek: Deep Space Nine"" Dax (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['David Carson'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.7473684210526316,"Jadzia Dax is accused of a murder that her previous host, Curzon, supposedly committed.",0.4380952380952381,0,1995,10
"""Star Trek: The Next Generation"" The Outcast (TV Episode 1992) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Scheerer'],"['Gene Roddenberry', 'Jeri Taylor', 'Brannon Braga']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7157894736842105,"While aiding an androgynous race who lost a couple of members in an unmapped region of space, Riker falls for one of them, which can lead to trouble if detected, since the alien race does not endorse gender specificity.",0.42857142857142855,0,1992,3
"""Futurama"" Godfellas (TV Episode 2002) - IMDb","['Animation', 'Adventure', 'Comedy']",['Susie Dietter'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",0.9263157894736843,"When Bender is lost in space, he becomes home and spiritual leader to a race of worshipers who misinterpret his wisdom.",0.21904761904761905,1,2002,3
"""Star Trek: Deep Space Nine"" Broken Link (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",0.863157894736842,Odo is suddenly struck by illness. He is barely able to hold shape. Bashir and Odo see no other alternative than going to the Founders. Garak wants to come along.,0.4380952380952381,0,1996,6
"""Star Trek: Enterprise"" The Andorian Incident (TV Episode 2001) - IMDb","['Action', 'Adventure', 'Drama']",['Roxann Dawson'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",0.8421052631578947,"Archer, Trip and T&apos;Pol are captured by the Andorians at a Vulcan monastery on P&apos;Jem. They believe that the monastery is being used to spy on Andoria.",0.42857142857142855,0,2003,10
"""Star Trek: The Next Generation"" Sub Rosa (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Jonathan Frakes'],"['Gene Roddenberry', 'Brannon Braga', 'Jeri Taylor']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.5052631578947369,"Dr. Crusher meets the man in her dead grandmother&apos;s life when she tries to put her affairs in order, whom one of the local people warn her to stay away from by not lighting a candle that has been lit for generations.",0.4380952380952381,0,1994,1
"""Star Trek: The Next Generation"" The Most Toys (TV Episode 1990) - IMDb","['Action', 'Adventure', 'Drama']",['Timothy Bond'],"['Gene Roddenberry', 'Shari Goodhartz', 'Ronald D. Moore']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",0.7999999999999999,"When transporting a dangerous material to the Enterprise, Data is kidnapped and the crew is led to believe he is dead when the shuttlecraft he was piloting explodes en route.",0.42857142857142855,0,1995,7
"""Star Trek: Deep Space Nine"" The House of Quark (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",0.8526315789473684,"Quark is forced to marry a Klingon widow after he takes credit for the accidental death of her husband, the head of a powerful Klingon House.",0.4380952380952381,0,1996,8
