label,collections,title,genre,director,writer,stars,IMDb rating,IMDb description,air date,duration,content rating,url
The_Trade-Ins_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" The Trade-Ins (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Elliot Silverstein'],['Rod Serling'],"['Joseph Schildkraut', 'Noah Keen', 'Alma Platt']",7.6,Elderly long-married John and Marie Holt visit the New Life Corporation to shop for a pair of younger replacement bodies. But then John resorts to desperate measures in order to cover the immense cost of this purchase.,1962-04-20,PT25M,TV-PG,https://www.imdb.com/title/tt0734679
The_Menagerie_Part_II_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" The Menagerie: Part II (TV Episode 1966) - IMDb","['Action', 'Adventure', 'Sci-Fi']","['Robert Butler', 'Marc Daniels']","['Gene Roddenberry', 'John D.F. Black']","['William Shatner', 'Leonard Nimoy', 'Jeffrey Hunter']",8.1,"At Spock&apos;s court martial, he explains himself with mysterious footage about when Capt. Pike was kidnapped by powerful illusion casting aliens.",1966-11-24,PT50M,TV-PG,https://www.imdb.com/title/tt0708472/
The_Route_of_All_Evil_f.txt,Collection: tvseries: Futurama,"""Futurama"" The Route of All Evil (TV Episode 2002) - IMDb","['Animation', 'Adventure', 'Comedy']",['Brian Sheesley'],"['Matt Groening', 'David X. Cohen', 'Dan Vebber']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.3,"Prof. Farnsworth&apos;s and Hermes&apos; 12 year old sons combine forces to take over Planet Express, but their ambition is more than their ability and they need their fathers&apos; help to save the day.",2002-12-08,PT23M,TV-14,https://www.imdb.com/title/tt0584458
Code_of_Honor_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Code of Honor (TV Episode 1987) - IMDb","['Action', 'Adventure', 'Drama']","['Russ Mayberry', 'Les Landau']","['Gene Roddenberry', 'Katharyn Powers', 'Michael Baron']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",5.1,"When the leader of an alien culture takes a romantic interest in Lt. Yar, he claims her for his own, to the dismay of his own wife, who, in turn, challenges Tasha in a fight to the death.",1992-06-14,PT46M,TV-PG,https://www.imdb.com/title/tt0708689
Black_Leather_Jackets_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" Black Leather Jackets (TV Episode 1964) - IMDb","['Drama', 'Fantasy', 'Horror']",['Joseph M. Newman'],"['Earl Hamner Jr.', 'Rod Serling']","['Lee Kinsolving', 'Shelley Fabares', 'Michael Forest']",6.4,"Leather-jacket-wearing, motorcycle-riding male aliens Scott, Steve, and Fred invade a peaceful neighborhood, where Scott develops a romance with teenage neighbor Ellen Tillman and upsets both his two comrades and Ellen&apos;s father Stu.",1964-01-31,PT25M,TV-PG,https://www.imdb.com/title/tt0734557
Insane_in_the_Mainframe_f.txt,Collection: tvseries: Futurama,"""Futurama"" Insane in the Mainframe (TV Episode 2001) - IMDb","['Animation', 'Adventure', 'Comedy']",['Peter Avanzino'],"['Matt Groening', 'David X. Cohen', 'Bill Odenkirk']","['Billy West', 'Katey Sagal', 'John DiMaggio']",8.1,Fry and Bender are mistakenly convicted of robbing a bank and are both sent to a robot mental institution.,2001-04-08,PT23M,TV-14,https://www.imdb.com/title/tt0756883
Tribunal_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Tribunal (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Avery Brooks'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.5,Chief O&apos;Brien goes through the horrific Cardassian judicial system when he is charged for an unknown crime.,1996-06-13,PT46M,TV-PG,https://www.imdb.com/title/tt0708656/
Charlie_X_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" Charlie X (TV Episode 1966) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Lawrence Dobkin'],"['D.C. Fontana', 'Gene Roddenberry']","['William Shatner', 'Leonard Nimoy', 'Robert Walker Jr.']",7.0,Captain Kirk must learn the limits to the power of a 17-year-old boy with the psionic ability to create anything and destroy anyone.,1966-09-15,PT50M,TV-PG,https://www.imdb.com/title/tt0708424/
The_Neutral_Zone_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" The Neutral Zone (TV Episode 1988) - IMDb","['Action', 'Adventure', 'Drama']",['James L. Conway'],"['Gene Roddenberry', 'Maurice Hurley', 'Deborah McIntyre']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.4,"While assigned to investigate missing outposts in the Neutral Zone, the Enterprise revives three cryogenically frozen people found aboard a wayward derelict Earth vessel.",1993-07-16,PT46M,TV-PG,https://www.imdb.com/title/tt0708811/
Time_Squared_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Time Squared (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Joseph L. Scanlan'],"['Gene Roddenberry', 'Maurice Hurley', 'Kurt Michael Bensmiller']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.5,The Enterprise comes across its own shuttlecraft adrift in space - a duplicate - with an unconscious duplicate Capt. Picard inside.,1994-03-20,PT45M,TV-PG,https://www.imdb.com/title/tt0708827/
Evolution_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Evolution (TV Episode 1989) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Michael Piller', 'Michael I. Wagner']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.5,"Wesley&apos;s latest science project escapes the lab, threatening the Enterprise and an eminent scientist&apos;s life-long project.",1994-06-05,PT46M,TV-PG,https://www.imdb.com/title/tt0708710/
The_New_Exhibit_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" The New Exhibit (TV Episode 1963) - IMDb","['Drama', 'Fantasy', 'Horror']",['John Brahm'],"['Charles Beaumont', 'Rod Serling', 'Jerry Sohl']","['Martin Balsam', 'Will Kuluva', 'Margaret Field']",7.9,"When Mr. Ferguson decides to close his wax museum, his employee Martin Lombard Senescue fights to preserve figures of famous murderers and store them in his home basement, a decision that does not sit well with his wife Emma.",1963-04-04,PT51M,TV-14,https://www.imdb.com/title/tt0734665/
Oasis_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Oasis (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Jim Charleston'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.0,The crew of Enterprise searches for a seemingly abandoned ship on a desert planet.,2003-12-08,PT45M,TV-PG,https://www.imdb.com/title/tt0572226/
Through_the_Looking_Glass_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Through the Looking Glass (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.4,Sisko is kidnapped and forced to impersonate his deceased mirror universe counterpart in order to convince Jennifer Sisko to defect to the Terran Rebellion.,1995-04-17,PT45M,TV-PG,https://www.imdb.com/title/tt0708650/
Masks_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" Masks (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Wiemer'],"['Gene Roddenberry', 'Joe Menosky', 'René Echevarria']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",5.8,"Investigating a rogue comet that&apos;s been traveling throughout the universe for over 87 million years, Picard discovers alien beings within the comet, which infest the computer systems on the Enterprise, as well as Data.",1994-02-19,PT45M,TV-PG,https://www.imdb.com/title/tt0708748/
Journey_to_Babel_st_og.txt,Collection: tvseries: Star Trek: The Original Series,"""Star Trek"" Journey to Babel (TV Episode 1967) - IMDb","['Action', 'Adventure', 'Sci-Fi']",['Joseph Pevney'],"['Gene Roddenberry', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",8.5,"The Enterprise hosts a number of quarrelling diplomats, including Spock&apos;s father, but someone on board has murder in mind.",1967-11-17,PT50M,TV-PG,https://www.imdb.com/title/tt0708434/
Time_Keeps_On_Slippin_f.txt,Collection: tvseries: Futurama,"""Futurama"" Time Keeps on Slipping (TV Episode 2001) - IMDb","['Animation', 'Adventure', 'Comedy']",['Chris Loudon'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",8.3,"After being challenged to a game of basketball by the planet of the Globetrotters, Prof. Farnsworth creates a team of mutant, atomic supermen, but the side effects of their rapid growth endangers the universe.",2001-05-06,PT23M,TV-14,https://www.imdb.com/title/tt0584462/
Terra_Prime_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['Marvin V. Rush'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",8.1,"Paxton threatens to destroy Starfleet Headquarters if all aliens don&apos;t leave Earth. Enterprise must shut down the verteron array on Mars, but it is extremely well defended.",2005-11-12,PT43M,TV-PG,https://www.imdb.com/title/tt0572245/
The_Host_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" The Host (TV Episode 1991) - IMDb","['Action', 'Adventure', 'Drama']",['Marvin V. Rush'],"['Gene Roddenberry', 'Michel Horvat', 'Ronald D. Moore']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",6.4,Dr. Crusher falls for someone who&apos;s not at all what she expects him to be.,1991-05-11,PT45M,TV-PG,https://www.imdb.com/title/tt0708800/
Stigma_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Stigma (TV Episode 2003) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.5,"T&apos;Pol is diagnosed with a possibly fatal neurological disease as a result of a mind meld. Meanwhile, one of Phlox&apos;s wives visits Enterprise and becomes very interested in Trip.",2004-03-01,PT43M,TV-PG,https://www.imdb.com/title/tt0572239/
The_Chute_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" The Chute (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",6.6,"Convicted of a crime they didn&apos;t commit, Harry and Tom wind up in an unsupervised, crowded prison, a hellhole where implants ramp up everyone&apos;s aggression.",1996-09-18,PT45M,TV-PG,https://www.imdb.com/title/tt0708977/
Second_Skin_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Second Skin (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.9,Kira finds herself on Cardassia as a Cardassian. She is told she is called Iliana Ghemor and was a Cardassian spy.,1996-08-31,PT46M,TV-PG,https://www.imdb.com/title/tt0708598/
Silent_Enemy_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Silent Enemy (TV Episode 2002) - IMDb","['Action', 'Adventure', 'Drama']",['Winrich Kolbe'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.5,"After an attack by a mysterious ship, Archers orders Enterprise&apos;s return to Jupiter to install phase cannons; Hoshi makes plans for Malcolm&apos;s birthday.",2003-11-10,PT45M,TV-PG,https://www.imdb.com/title/tt0572235/
The_Aenar_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" The Aenar (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['Michael Vejar'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",8.2,"Enterprise finds out the marauder was piloted telepathically by an Aenar, a subspecies from Andoria.",2005-09-24,PT43M,TV-PG,https://www.imdb.com/title/tt0572246/
Stopover_in_a_Quiet_Town_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" Stopover in a Quiet Town (TV Episode 1964) - IMDb","['Drama', 'Fantasy', 'Horror']",['Ron Winston'],"['Earl Hamner Jr.', 'Rod Serling']","['Barry Nelson', 'Nancy Malone', 'Denise Lynn']",8.1,"The morning after a wild night of partying, a hungover married couple awaken in an unfamiliar and artificial place.",1964-04-24,PT25M,TV-PG,https://www.imdb.com/title/tt0734625/
Kick_the_Can_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" Kick the Can (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Lamont Johnson'],"['George Clayton Johnson', 'Rod Serling', 'Richard P. McDonagh']","['Ernest Truex', 'Russell Collins', 'John Marley']",7.5,Charles Whitley living in the Sunnyvale Rest Home thinks he&apos;s found the secret of youth in playing child&apos;s games and exhorts his fellow seniors into joining in. His friend Ben Conroy and facility superintendent Cox want this stopped.,1968-05-07,PT25M,TV-PG,https://www.imdb.com/title/tt0734583/
The_Muse_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" The Muse (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",5.6,A mysterious woman approaches Jake about his future as a writer. Odo promises to do whatever it takes to help Lwaxana Troi keep her baby over the father&apos;s wishes - even if it means marrying her himself.,1996-04-29,PT46M,TV-PG,https://www.imdb.com/title/tt0708631/
Benders_Big_Score_f.txt,Collection: tvseries: Futurama,"""Futurama"" Bender's Big Score: Part 1 (TV Episode 2008) - IMDb","['Animation', 'Adventure', 'Comedy']",['Dwayne Carey-Hill'],"['Matt Groening', 'David X. Cohen', 'Ken Keeler']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.7,The crew fall for a scam while relaxing on the Nude Beach planet and end up losing both Planet Express and Bender. While Hermes has a nasty accident and Nibbler summons the Nibblonian forces to try save the day.,2008-03-23,PT22M,TV-PG,https://www.imdb.com/title/tt13018928/
The_Collaborator_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" The Collaborator (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.0,"Vedek Bareil&apos;s targeted by fellow Kai candidate, Vedek Winn as having been a collaborator with the Cardassians during the Occupation.",1996-06-06,PT46M,TV-PG,https://www.imdb.com/title/tt0708619/
Shadowplay_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Shadowplay (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['Robert Scheerer'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.3,"Odo and Dax investigate the mysterious disappearance of people from a village. Kira tries to keep a close eye on Quark, while Vedek Bareil unexpectedly visits.",1996-05-03,PT46M,TV-PG,https://www.imdb.com/title/tt0708599/
The_Perfect_Mate_st_ng.txt,Collection: tvseries: Star Trek: The Next Generation,"""Star Trek: The Next Generation"" The Perfect Mate (TV Episode 1992) - IMDb","['Action', 'Adventure', 'Drama']",['Cliff Bole'],"['Gene Roddenberry', 'Reuben Leder', 'Michael Piller']","['Patrick Stewart', 'Jonathan Frakes', 'LeVar Burton']",7.3,"Ferengi machinations unleash a diplomatic gift aboard the Enterprise - the rare, empathic perfect mate, ready to bond with any male around her.",1992-04-25,PT45M,TV-PG,https://www.imdb.com/title/tt0708818/
The_Ascent_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" The Ascent (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Allan Kroeker'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Michael Dorn']",7.4,"On their way to answer a warrant, Odo and Quark crash, and must put aside their differences to survive and signal for help.",1996-11-25,PT46M,TV-PG,https://www.imdb.com/title/tt0708614/
NearDeath_Wish_f.txt,Collection: tvseries: Futurama,"""Futurama"" Near-Death Wish (TV Episode 2012) - IMDb","['Animation', 'Adventure', 'Comedy']",['Lance Kramer'],"['Matt Groening', 'David X. Cohen', 'Eric Horsted']","['Billy West', 'Katey Sagal', 'John DiMaggio']",7.6,"After Fry has a quarrel with Professor Farnsworth about family issues, Fry looks up Farnsworth&apos;s parents and lets them spend time together.",2012-08-15,PT22M,TV-14,https://www.imdb.com/title/tt2005599/
The_Fugitive_tz.txt,Collection: tvseries: The Twilight Zone (1959),"""The Twilight Zone"" The Fugitive (TV Episode 1962) - IMDb","['Drama', 'Fantasy', 'Horror']",['Richard L. Bare'],"['Charles Beaumont', 'Rod Serling', 'Richard P. McDonagh']","['Susan Gordon', 'J. Pat O&apos;Malley', 'Nancy Kulp']",7.5,Young lame Jenny and the other neighborhood kids don&apos;t realize that their kind playmate Old Ben is really an intergalactic fugitive hiding out - until two serious men come looking for him and asking questions that test their frien...,1967-11-21,PT25M,TV-PG,https://www.imdb.com/title/tt0734641/
Image_in_the_Sand_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Image in the Sand (TV Episode 1998) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Nicole de Boer']",7.5,"Having returned to Earth a couple of months ago, Sisko waits for the Prophets to instruct him on what to do next. When he receives one, he begins searching for the woman behind the face in the sand in his vision. Meanwhile, back o...",1998-09-30,PT46M,TV-PG,https://www.imdb.com/title/tt0708552/
Demons_st_e.txt,Collection: tvseries: Star Trek: Enterprise,"""Star Trek: Enterprise"" Demons (TV Episode 2005) - IMDb","['Action', 'Adventure', 'Drama']",['LeVar Burton'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Scott Bakula', 'John Billingsley', 'Jolene Blalock']",7.6,"While attending a conference on a proposed interplanetary alliance, Trip and T&apos;Pol find out from a dying woman that they have a baby. Investigation shows the woman was a member of the xenophobic organization Terra Prime.",2005-11-05,PT43M,TV-PG,https://www.imdb.com/title/tt0572200/
Parturition_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Parturition (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Jonathan Frakes'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",6.4,"After a disagreement over Kes, Neelix and Tom Paris are trapped together on an alien planet and must work together so that they and their alien baby ward can survive.",1995-10-16,PT46M,TV-PG,https://www.imdb.com/title/tt0777529/
Crossover_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" Crossover (TV Episode 1994) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.8,Kira and Bashir find themselves in an alternate universe.,1996-06-29,PT46M,TV-PG,https://www.imdb.com/title/tt0708522/
Bem_st_as.txt,Collection: tvseries: Star Trek: The Animated Series,"""Star Trek: The Animated Series"" Bem (TV Episode 1974) - IMDb","['Animation', 'Action', 'Adventure']","['Bill Reed', 'Hal Sutherland']","['Gene Roddenberry', 'David Gerrold', 'D.C. Fontana']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",6.1,The Enterprise crew is being observed to evaluate their suitability to meet with advanced civilizations.,1974-09-14,PT24M,TV-PG,https://www.imdb.com/title/tt0832413/
Time_and_Again_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Time and Again (TV Episode 1995) - IMDb","['Action', 'Adventure', 'Drama']",['Les Landau'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",7.1,"The Voyager crew discovers a planet which recently suffered a horrific catastrophe. Upon investigation, Janeway and Paris are sent back in time before the disaster and are faced with the decision of whether to try to stop it.",1995-01-30,PT45M,TV-PG,https://www.imdb.com/title/tt0708996/
Resolutions_st_v.txt,Collection: tvseries: Star Trek: Voyager,"""Star Trek: Voyager"" Resolutions (TV Episode 1996) - IMDb","['Action', 'Adventure', 'Drama']",['Alexander Singer'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson']",7.2,Captain Janeway and Chakotay contract an incurable virus and they can only survive if they stay behind together on a planet which negates the effects of the disease.,1996-05-13,PT46M,TV-G,https://www.imdb.com/title/tt0708961/
The_Nagus_st_dsn.txt,Collection: tvseries: Star Trek: Deep Space Nine,"""Star Trek: Deep Space Nine"" The Nagus (TV Episode 1993) - IMDb","['Action', 'Adventure', 'Drama']",['David Livingston'],"['Gene Roddenberry', 'Rick Berman', 'Michael Piller']","['Avery Brooks', 'Rene Auberjonois', 'Alexander Siddig']",7.0,"The Ferengi leader, Grand Nagus Zek, comes to the station. He seems very interested in Quark&apos;s bar.",1995-11-10,PT1H,TV-PG,https://www.imdb.com/title/tt0708632/
